82041 silly lifecycle static-extend@0.1.2~preinstall: no script for preinstall, continuing
84118 silly linkStuff clean-css@3.4.28 has /var/www/html/testomizer/node_modules as its parent node_modules
84119 verbose linkBins clean-css@3.4.28
84120 verbose link bins [ { cleancss: './bin/cleancss' },
84120 verbose link bins   '/var/www/html/testomizer/node_modules/.bin',
84120 verbose link bins   false ]
84121 verbose linkMans clean-css@3.4.28
84122 silly gentlyRm /var/www/html/testomizer/node_modules/.bin/cleancss is being purged
84123 verbose gentlyRm don't care about contents; nuking /var/www/html/testomizer/node_modules/.bin/cleancss
84124 silly build growly@1.3.0
84125 info linkStuff growly@1.3.0
84126 silly linkStuff growly@1.3.0 has /var/www/html/testomizer/node_modules as its parent node_modules
84127 verbose linkBins growly@1.3.0
84128 verbose linkMans growly@1.3.0
84129 silly build handle-thing@1.2.5
84130 info linkStuff handle-thing@1.2.5
84131 silly linkStuff handle-thing@1.2.5 has /var/www/html/testomizer/node_modules as its parent node_modules
84132 verbose linkBins handle-thing@1.2.5
84133 verbose linkMans handle-thing@1.2.5
84134 silly build har-schema@1.0.5
84135 info linkStuff har-schema@1.0.5
84136 silly linkStuff har-schema@1.0.5 has /var/www/html/testomizer/node_modules as its parent node_modules
84137 verbose linkBins har-schema@1.0.5
84138 verbose linkMans har-schema@1.0.5
84139 silly build has@1.0.1
84140 info linkStuff has@1.0.1
84141 silly linkStuff has@1.0.1 has /var/www/html/testomizer/node_modules as its parent node_modules
84142 verbose linkBins has@1.0.1
84143 verbose linkMans has@1.0.1
84144 silly build colormin@1.1.2
84145 info linkStuff colormin@1.1.2
84146 silly linkStuff colormin@1.1.2 has /var/www/html/testomizer/node_modules as its parent node_modules
84147 verbose linkBins colormin@1.1.2
84148 verbose linkMans colormin@1.1.2
84149 silly build has-ansi@2.0.0
84150 info linkStuff has-ansi@2.0.0
84151 silly linkStuff has-ansi@2.0.0 has /var/www/html/testomizer/node_modules as its parent node_modules
84152 verbose linkBins has-ansi@2.0.0
84153 verbose linkMans has-ansi@2.0.0
84154 silly build has-flag@1.0.0
84155 info linkStuff has-flag@1.0.0
84156 silly linkStuff has-flag@1.0.0 has /var/www/html/testomizer/node_modules as its parent node_modules
84157 verbose linkBins has-flag@1.0.0
84158 verbose linkMans has-flag@1.0.0
84159 silly build has-unicode@2.0.1
84160 info linkStuff has-unicode@2.0.1
84161 silly linkStuff has-unicode@2.0.1 has /var/www/html/testomizer/node_modules as its parent node_modules
84162 verbose linkBins has-unicode@2.0.1
84163 verbose linkMans has-unicode@2.0.1
84164 silly build isobject@3.0.1
84165 info linkStuff isobject@3.0.1
84166 silly linkStuff isobject@3.0.1 has /var/www/html/testomizer/node_modules/has-value/node_modules as its parent node_modules
84167 verbose linkBins isobject@3.0.1
84168 verbose linkMans isobject@3.0.1
84169 silly build hash-sum@1.0.2
84170 info linkStuff hash-sum@1.0.2
84171 silly linkStuff hash-sum@1.0.2 has /var/www/html/testomizer/node_modules as its parent node_modules
84172 verbose linkBins hash-sum@1.0.2
84173 verbose linkMans hash-sum@1.0.2
84174 silly build he@1.1.1
84175 info linkStuff he@1.1.1
84176 silly linkStuff he@1.1.1 has /var/www/html/testomizer/node_modules as its parent node_modules
84177 verbose linkBins he@1.1.1
84178 verbose link bins [ { he: 'bin/he' },
84178 verbose link bins   '/var/www/html/testomizer/node_modules/.bin',
84178 verbose link bins   false ]
84179 verbose linkMans he@1.1.1
84180 silly gentlyRm /var/www/html/testomizer/node_modules/.bin/he is being purged
84181 verbose gentlyRm don't care about contents; nuking /var/www/html/testomizer/node_modules/.bin/he
84182 silly build hoek@2.16.3
84183 info linkStuff hoek@2.16.3
84184 silly linkStuff hoek@2.16.3 has /var/www/html/testomizer/node_modules as its parent node_modules
84185 verbose linkBins hoek@2.16.3
84186 verbose linkMans hoek@2.16.3
84187 silly build boom@2.10.1
84188 info linkStuff boom@2.10.1
84189 silly linkStuff boom@2.10.1 has /var/www/html/testomizer/node_modules as its parent node_modules
84190 verbose linkBins boom@2.10.1
84191 verbose linkMans boom@2.10.1
84192 silly build cryptiles@2.0.5
84193 info linkStuff cryptiles@2.0.5
84194 silly linkStuff cryptiles@2.0.5 has /var/www/html/testomizer/node_modules as its parent node_modules
84195 verbose linkBins cryptiles@2.0.5
84196 verbose linkMans cryptiles@2.0.5
84197 silly build hosted-git-info@2.5.0
84198 info linkStuff hosted-git-info@2.5.0
84199 silly linkStuff hosted-git-info@2.5.0 has /var/www/html/testomizer/node_modules as its parent node_modules
84200 verbose linkBins hosted-git-info@2.5.0
84201 verbose linkMans hosted-git-info@2.5.0
84202 silly build html-comment-regex@1.1.1
84203 info linkStuff html-comment-regex@1.1.1
84204 silly linkStuff html-comment-regex@1.1.1 has /var/www/html/testomizer/node_modules as its parent node_modules
84205 verbose linkBins html-comment-regex@1.1.1
84206 verbose linkMans html-comment-regex@1.1.1
84207 silly build html-entities@1.2.1
84208 info linkStuff html-entities@1.2.1
84209 silly linkStuff html-entities@1.2.1 has /var/www/html/testomizer/node_modules as its parent node_modules
84210 verbose linkBins html-entities@1.2.1
84211 verbose linkMans html-entities@1.2.1
84212 silly build http-deceiver@1.2.7
84213 info linkStuff http-deceiver@1.2.7
84214 silly linkStuff http-deceiver@1.2.7 has /var/www/html/testomizer/node_modules as its parent node_modules
84215 verbose linkBins http-deceiver@1.2.7
84216 verbose linkMans http-deceiver@1.2.7
84217 silly build depd@1.1.1
84218 info linkStuff depd@1.1.1
84219 silly linkStuff depd@1.1.1 has /var/www/html/testomizer/node_modules/http-errors/node_modules as its parent node_modules
84220 verbose linkBins depd@1.1.1
84221 verbose linkMans depd@1.1.1
84222 silly build setprototypeof@1.0.3
84223 info linkStuff setprototypeof@1.0.3
84224 silly linkStuff setprototypeof@1.0.3 has /var/www/html/testomizer/node_modules/http-errors/node_modules as its parent node_modules
84225 verbose linkBins setprototypeof@1.0.3
84226 verbose linkMans setprototypeof@1.0.3
84227 silly build http-parser-js@0.4.10
84228 info linkStuff http-parser-js@0.4.10
84229 silly linkStuff http-parser-js@0.4.10 has /var/www/html/testomizer/node_modules as its parent node_modules
84230 verbose linkBins http-parser-js@0.4.10
84231 verbose linkMans http-parser-js@0.4.10
84232 silly build is-extglob@2.1.1
84233 info linkStuff is-extglob@2.1.1
84234 silly linkStuff is-extglob@2.1.1 has /var/www/html/testomizer/node_modules/http-proxy-middleware/node_modules as its parent node_modules
84235 verbose linkBins is-extglob@2.1.1
84236 verbose linkMans is-extglob@2.1.1
84237 silly build is-glob@3.1.0
84238 info linkStuff is-glob@3.1.0
84239 silly linkStuff is-glob@3.1.0 has /var/www/html/testomizer/node_modules/http-proxy-middleware/node_modules as its parent node_modules
84240 verbose linkBins is-glob@3.1.0
84241 verbose linkMans is-glob@3.1.0
84242 silly build https-browserify@1.0.0
84243 info linkStuff https-browserify@1.0.0
84244 silly linkStuff https-browserify@1.0.0 has /var/www/html/testomizer/node_modules as its parent node_modules
84245 verbose linkBins https-browserify@1.0.0
84246 verbose linkMans https-browserify@1.0.0
84247 silly build iconv-lite@0.4.19
84248 info linkStuff iconv-lite@0.4.19
84249 silly linkStuff iconv-lite@0.4.19 has /var/www/html/testomizer/node_modules as its parent node_modules
84250 verbose linkBins iconv-lite@0.4.19
84251 verbose linkMans iconv-lite@0.4.19
84252 silly build icss-replace-symbols@1.1.0
84253 info linkStuff icss-replace-symbols@1.1.0
84254 silly linkStuff icss-replace-symbols@1.1.0 has /var/www/html/testomizer/node_modules as its parent node_modules
84255 verbose linkBins icss-replace-symbols@1.1.0
84256 verbose linkMans icss-replace-symbols@1.1.0
84257 silly build ieee754@1.1.8
84258 info linkStuff ieee754@1.1.8
84259 silly linkStuff ieee754@1.1.8 has /var/www/html/testomizer/node_modules as its parent node_modules
84260 verbose linkBins ieee754@1.1.8
84261 verbose linkMans ieee754@1.1.8
84262 silly build iferr@0.1.5
84263 info linkStuff iferr@0.1.5
84264 silly linkStuff iferr@0.1.5 has /var/www/html/testomizer/node_modules as its parent node_modules
84265 verbose linkBins iferr@0.1.5
84266 verbose linkMans iferr@0.1.5
84267 silly build ignore@3.3.7
84268 info linkStuff ignore@3.3.7
84269 silly linkStuff ignore@3.3.7 has /var/www/html/testomizer/node_modules as its parent node_modules
84270 verbose linkBins ignore@3.3.7
84271 verbose linkMans ignore@3.3.7
84272 silly build image-size@0.5.5
84273 info linkStuff image-size@0.5.5
84274 silly linkStuff image-size@0.5.5 has /var/www/html/testomizer/node_modules as its parent node_modules
84275 verbose linkBins image-size@0.5.5
84276 verbose link bins [ { 'image-size': 'bin/image-size.js' },
84276 verbose link bins   '/var/www/html/testomizer/node_modules/.bin',
84276 verbose link bins   false ]
84277 verbose linkMans image-size@0.5.5
84278 silly gentlyRm /var/www/html/testomizer/node_modules/.bin/image-size is being purged
84279 verbose gentlyRm don't care about contents; nuking /var/www/html/testomizer/node_modules/.bin/image-size
84280 silly build imurmurhash@0.1.4
84281 info linkStuff imurmurhash@0.1.4
84282 silly linkStuff imurmurhash@0.1.4 has /var/www/html/testomizer/node_modules as its parent node_modules
84283 verbose linkBins imurmurhash@0.1.4
84284 verbose linkMans imurmurhash@0.1.4
84285 silly build in-publish@2.0.0
84286 info linkStuff in-publish@2.0.0
84287 silly linkStuff in-publish@2.0.0 has /var/www/html/testomizer/node_modules as its parent node_modules
84288 verbose linkBins in-publish@2.0.0
84289 verbose link bins [ { 'in-publish': 'in-publish.js',
84289 verbose link bins     'in-install': 'in-install.js',
84289 verbose link bins     'not-in-publish': 'not-in-publish.js',
84289 verbose link bins     'not-in-install': 'not-in-install.js' },
84289 verbose link bins   '/var/www/html/testomizer/node_modules/.bin',
84289 verbose link bins   false ]
84290 verbose linkMans in-publish@2.0.0
84291 silly gentlyRm /var/www/html/testomizer/node_modules/.bin/in-publish is being purged
84292 verbose gentlyRm don't care about contents; nuking /var/www/html/testomizer/node_modules/.bin/in-publish
84293 silly gentlyRm /var/www/html/testomizer/node_modules/.bin/in-install is being purged
84294 verbose gentlyRm don't care about contents; nuking /var/www/html/testomizer/node_modules/.bin/in-install
84295 silly gentlyRm /var/www/html/testomizer/node_modules/.bin/not-in-publish is being purged
84296 verbose gentlyRm don't care about contents; nuking /var/www/html/testomizer/node_modules/.bin/not-in-publish
84297 silly gentlyRm /var/www/html/testomizer/node_modules/.bin/not-in-install is being purged
84298 verbose gentlyRm don't care about contents; nuking /var/www/html/testomizer/node_modules/.bin/not-in-install
84299 silly build indexes-of@1.0.1
84300 info linkStuff indexes-of@1.0.1
84301 silly linkStuff indexes-of@1.0.1 has /var/www/html/testomizer/node_modules as its parent node_modules
84302 verbose linkBins indexes-of@1.0.1
84303 verbose linkMans indexes-of@1.0.1
84304 silly build indexof@0.0.1
84305 info linkStuff indexof@0.0.1
84306 silly linkStuff indexof@0.0.1 has /var/www/html/testomizer/node_modules as its parent node_modules
84307 verbose linkBins indexof@0.0.1
84308 verbose linkMans indexof@0.0.1
84309 silly build inherits@2.0.3
84310 info linkStuff inherits@2.0.3
84311 silly linkStuff inherits@2.0.3 has /var/www/html/testomizer/node_modules as its parent node_modules
84312 verbose linkBins inherits@2.0.3
84313 verbose linkMans inherits@2.0.3
84314 silly build hash-base@2.0.2
84315 info linkStuff hash-base@2.0.2
84316 silly linkStuff hash-base@2.0.2 has /var/www/html/testomizer/node_modules as its parent node_modules
84317 verbose linkBins hash-base@2.0.2
84318 verbose linkMans hash-base@2.0.2
84319 silly build block-stream@0.0.9
84320 info linkStuff block-stream@0.0.9
84321 silly linkStuff block-stream@0.0.9 has /var/www/html/testomizer/node_modules as its parent node_modules
84322 verbose linkBins block-stream@0.0.9
84323 verbose linkMans block-stream@0.0.9
84324 silly build ini@1.3.5
84325 info linkStuff ini@1.3.5
84326 silly linkStuff ini@1.3.5 has /var/www/html/testomizer/node_modules as its parent node_modules
84327 verbose linkBins ini@1.3.5
84328 verbose linkMans ini@1.3.5
84329 silly build interpret@1.1.0
84330 info linkStuff interpret@1.1.0
84331 silly linkStuff interpret@1.1.0 has /var/www/html/testomizer/node_modules as its parent node_modules
84332 verbose linkBins interpret@1.1.0
84333 verbose linkMans interpret@1.1.0
84334 silly build invert-kv@1.0.0
84335 info linkStuff invert-kv@1.0.0
84336 silly linkStuff invert-kv@1.0.0 has /var/www/html/testomizer/node_modules as its parent node_modules
84337 verbose linkBins invert-kv@1.0.0
84338 verbose linkMans invert-kv@1.0.0
84339 silly build ip@1.1.5
84340 info linkStuff ip@1.1.5
84341 silly linkStuff ip@1.1.5 has /var/www/html/testomizer/node_modules as its parent node_modules
84342 verbose linkBins ip@1.1.5
84343 verbose linkMans ip@1.1.5
84344 silly build ipaddr.js@1.5.2
84345 info linkStuff ipaddr.js@1.5.2
84346 silly linkStuff ipaddr.js@1.5.2 has /var/www/html/testomizer/node_modules as its parent node_modules
84347 verbose linkBins ipaddr.js@1.5.2
84348 verbose linkMans ipaddr.js@1.5.2
84349 silly build is-absolute-url@2.1.0
84350 info linkStuff is-absolute-url@2.1.0
84351 silly linkStuff is-absolute-url@2.1.0 has /var/www/html/testomizer/node_modules as its parent node_modules
84352 verbose linkBins is-absolute-url@2.1.0
84353 verbose linkMans is-absolute-url@2.1.0
84354 silly build kind-of@6.0.2
84355 info linkStuff kind-of@6.0.2
84356 silly linkStuff kind-of@6.0.2 has /var/www/html/testomizer/node_modules/is-accessor-descriptor/node_modules as its parent node_modules
84357 verbose linkBins kind-of@6.0.2
84358 verbose linkMans kind-of@6.0.2
84359 silly build is-accessor-descriptor@1.0.0
84360 info linkStuff is-accessor-descriptor@1.0.0
84361 silly linkStuff is-accessor-descriptor@1.0.0 has /var/www/html/testomizer/node_modules as its parent node_modules
84362 verbose linkBins is-accessor-descriptor@1.0.0
84363 verbose linkMans is-accessor-descriptor@1.0.0
84364 silly build is-arrayish@0.2.1
84365 info linkStuff is-arrayish@0.2.1
84366 silly linkStuff is-arrayish@0.2.1 has /var/www/html/testomizer/node_modules as its parent node_modules
84367 verbose linkBins is-arrayish@0.2.1
84368 verbose linkMans is-arrayish@0.2.1
84369 silly build error-ex@1.3.1
84370 info linkStuff error-ex@1.3.1
84371 silly linkStuff error-ex@1.3.1 has /var/www/html/testomizer/node_modules as its parent node_modules
84372 verbose linkBins error-ex@1.3.1
84373 verbose linkMans error-ex@1.3.1
84374 silly build is-binary-path@1.0.1
84375 info linkStuff is-binary-path@1.0.1
84376 silly linkStuff is-binary-path@1.0.1 has /var/www/html/testomizer/node_modules as its parent node_modules
84377 verbose linkBins is-binary-path@1.0.1
84378 verbose linkMans is-binary-path@1.0.1
84379 silly build is-buffer@1.1.6
84380 info linkStuff is-buffer@1.1.6
84381 silly linkStuff is-buffer@1.1.6 has /var/www/html/testomizer/node_modules as its parent node_modules
84382 verbose linkBins is-buffer@1.1.6
84383 verbose linkMans is-buffer@1.1.6
84384 silly build kind-of@4.0.0
84385 info linkStuff kind-of@4.0.0
84386 silly linkStuff kind-of@4.0.0 has /var/www/html/testomizer/node_modules/has-values/node_modules as its parent node_modules
84387 verbose linkBins kind-of@4.0.0
84388 verbose linkMans kind-of@4.0.0
84389 silly build kind-of@3.2.2
84390 info linkStuff kind-of@3.2.2
84391 silly linkStuff kind-of@3.2.2 has /var/www/html/testomizer/node_modules/has-values/node_modules/is-number/node_modules as its parent node_modules
84392 verbose linkBins kind-of@3.2.2
